8.250000000000000000e+02,2.500000000000000000e+02,3.100000000000000000e+03,1.600000000000000000e+03,3.250000000000000111e-01,2.000000000000000000e+01,2.000000000000000000e+01,5.500000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,4.996817913258180255e+01,1.096690850071279932e+01,1.101163506935290037e+01
5.750000000000000000e+02,2.750000000000000000e+02,7.500000000000000000e+03,1.100000000000000000e+03,4.249999999999999889e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.050000000000000000e+02,3.500000000000000000e+01,6.000000000000000000e+01,7.334474632390339366e+01,1.264542485853750087e+01,1.257547267767309940e+01
6.750000000000000000e+02,3.500000000000000000e+02,2.500000000000000000e+03,1.300000000000000000e+03,3.750000000000000000e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+02,3.500000000000000000e+01,6.000000000000000000e+01,3.078467881030810105e+01,1.255118278350090044e+01,1.260208692562219923e+01
6.500000000000000000e+02,2.750000000000000000e+02,7.200000000000000000e+03,3.500000000000000000e+03,1.000000000000000056e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.350000000000000000e+02,4.000000000000000000e+01,6.000000000000000000e+01,7.512420474391200287e+01,2.855238704729859833e+01,2.851427571396639848e+01
4.750000000000000000e+02,2.500000000000000000e+02,6.700000000000000000e+03,2.300000000000000000e+03,3.750000000000000000e-01,2.000000000000000000e+01,2.000000000000000000e+01,2.500000000000000000e+01,5.000000000000000000e+01,6.000000000000000000e+01,7.402815785309100249e+01,1.730630696763040177e+01,1.703163123309899873e+01
6.000000000000000000e+02,2.750000000000000000e+02,8.000000000000000000e+03,1.700000000000000000e+03,4.000000000000000222e-01,2.000000000000000000e+01,2.000000000000000000e+01,6.000000000000000000e+01,2.500000000000000000e+01,6.000000000000000000e+01,9.248639105993549947e+01,1.729239281186499966e+01,1.734385266863450070e+01
9.500000000000000000e+02,3.500000000000000000e+02,4.000000000000000000e+03,1.000000000000000000e+03,1.499999999999999944e-01,2.000000000000000000e+01,2.000000000000000000e+01,2.500000000000000000e+01,4.000000000000000000e+01,6.000000000000000000e+01,7.467675396841619317e+01,1.180300795646409995e+01,1.184030657290990085e+01
9.250000000000000000e+02,3.000000000000000000e+02,6.900000000000000000e+03,2.500000000000000000e+03,2.999999999999999889e-01,2.000000000000000000e+01,2.000000000000000000e+01,8.500000000000000000e+01,2.500000000000000000e+01,6.000000000000000000e+01,1.078683431642910051e+02,2.468130473684119863e+01,2.470555269808049914e+01
8.000000000000000000e+02,2.750000000000000000e+02,4.800000000000000000e+03,2.100000000000000000e+03,1.749999999999999889e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.400000000000000000e+02,2.500000000000000000e+01,6.000000000000000000e+01,5.997301842400540295e+01,1.911505962951909865e+01,1.923435520367949891e+01
7.500000000000000000e+02,3.000000000000000000e+02,5.100000000000000000e+03,2.200000000000000000e+03,7.499999999999999722e-02,2.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+01,2.500000000000000000e+01,6.000000000000000000e+01,7.723346075312950632e+01,2.161335936329809826e+01,2.162375461110579877e+01
