8.250000000000000000e+02,2.500000000000000000e+02,3.100000000000000000e+03,1.600000000000000000e+03,3.250000000000000111e-01,2.000000000000000000e+01,2.000000000000000000e+01,5.500000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+01,1.308479069210830015e-01,1.324376634634469863e-01,-2.901212080698799874e-03
5.750000000000000000e+02,2.750000000000000000e+02,7.500000000000000000e+03,1.100000000000000000e+03,4.249999999999999889e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.050000000000000000e+02,3.500000000000000000e+01,6.000000000000000000e+01,1.841447390635150005e-01,1.864631478250499963e-01,-2.783005468605500177e-03
6.750000000000000000e+02,3.500000000000000000e+02,2.500000000000000000e+03,1.300000000000000000e+03,3.750000000000000000e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+02,3.500000000000000000e+01,6.000000000000000000e+01,1.895249265056309917e-01,1.939963399767840047e-01,-6.368409804188199762e-03
6.500000000000000000e+02,2.750000000000000000e+02,7.200000000000000000e+03,3.500000000000000000e+03,1.000000000000000056e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.350000000000000000e+02,4.000000000000000000e+01,6.000000000000000000e+01,2.914721741377159780e-01,2.919747598838159930e-01,-2.290932275285399809e-03
4.750000000000000000e+02,2.500000000000000000e+02,6.700000000000000000e+03,2.300000000000000000e+03,3.750000000000000000e-01,2.000000000000000000e+01,2.000000000000000000e+01,2.500000000000000000e+01,5.000000000000000000e+01,6.000000000000000000e+01,2.257322880626710104e-01,2.273249791955810062e-01,-1.040033512481199941e-03
6.000000000000000000e+02,2.750000000000000000e+02,8.000000000000000000e+03,1.700000000000000000e+03,4.000000000000000222e-01,2.000000000000000000e+01,2.000000000000000000e+01,6.000000000000000000e+01,2.500000000000000000e+01,6.000000000000000000e+01,1.925188361421039940e-01,1.928368612550289962e-01,-1.702086545075599897e-03
9.500000000000000000e+02,3.500000000000000000e+02,4.000000000000000000e+03,1.000000000000000000e+03,1.499999999999999944e-01,2.000000000000000000e+01,2.000000000000000000e+01,2.500000000000000000e+01,4.000000000000000000e+01,6.000000000000000000e+01,1.678881667452629955e-01,1.675379312865599990e-01,-7.429437434565699938e-03
9.250000000000000000e+02,3.000000000000000000e+02,6.900000000000000000e+03,2.500000000000000000e+03,2.999999999999999889e-01,2.000000000000000000e+01,2.000000000000000000e+01,8.500000000000000000e+01,2.500000000000000000e+01,6.000000000000000000e+01,2.109785745841440130e-01,2.120382365925219947e-01,-1.111355436736600078e-03
8.000000000000000000e+02,2.750000000000000000e+02,4.800000000000000000e+03,2.100000000000000000e+03,1.749999999999999889e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.400000000000000000e+02,2.500000000000000000e+01,6.000000000000000000e+01,2.469149298435339979e-01,2.511092484890279919e-01,-3.204851645527900111e-03
7.500000000000000000e+02,3.000000000000000000e+02,5.100000000000000000e+03,2.200000000000000000e+03,7.499999999999999722e-02,2.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+01,2.500000000000000000e+01,6.000000000000000000e+01,2.368639335503170129e-01,2.375506776785920038e-01,-5.903248111240800254e-03
9.750000000000000000e+02,3.750000000000000000e+02,6.100000000000000000e+03,2.700000000000000000e+03,1.749999999999999889e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.300000000000000000e+02,4.500000000000000000e+01,6.000000000000000000e+01,2.584387874390259854e-01,2.633834356625570083e-01,-2.642700886561300064e-03
9.250000000000000000e+02,2.500000000000000000e+02,7.300000000000000000e+03,1.300000000000000000e+03,2.500000000000000000e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.300000000000000000e+02,5.000000000000000000e+01,6.000000000000000000e+01,1.451787687817449879e-01,1.481786264315839985e-01,-2.285746462330400051e-03
