8.250000000000000000e+02,2.500000000000000000e+02,3.100000000000000000e+03,1.600000000000000000e+03,3.250000000000000111e-01,2.000000000000000000e+01,2.000000000000000000e+01,5.500000000000000000e+01,4.500000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,1.861920780231940000e+02,9.968293564900869796e+01,1.139624138373319937e+02
5.750000000000000000e+02,2.750000000000000000e+02,7.500000000000000000e+03,1.100000000000000000e+03,4.249999999999999889e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.050000000000000000e+02,3.500000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,3.322796173469840255e+02,1.446708117167740113e+02,1.641165380881770091e+02
6.750000000000000000e+02,3.500000000000000000e+02,2.500000000000000000e+03,1.300000000000000000e+03,3.750000000000000000e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+02,3.500000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,1.235232840212659937e+02,8.046654825189919791e+01,8.396618951868219938e+01
6.500000000000000000e+02,2.750000000000000000e+02,7.200000000000000000e+03,3.500000000000000000e+03,1.000000000000000056e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.350000000000000000e+02,4.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,3.372042461224809813e+02,2.106128257591900024e+02,2.102054948759929971e+02
4.750000000000000000e+02,2.500000000000000000e+02,6.700000000000000000e+03,2.300000000000000000e+03,3.750000000000000000e-01,2.000000000000000000e+01,2.000000000000000000e+01,2.500000000000000000e+01,5.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,3.631613773973350021e+02,1.707728016675860090e+02,1.261716748422810070e+02
6.000000000000000000e+02,2.750000000000000000e+02,8.000000000000000000e+03,1.700000000000000000e+03,4.000000000000000222e-01,2.000000000000000000e+01,2.000000000000000000e+01,6.000000000000000000e+01,2.500000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,3.239711824782680196e+02,2.304300656186929928e+02,2.578218237006519757e+02
9.500000000000000000e+02,3.500000000000000000e+02,4.000000000000000000e+03,1.000000000000000000e+03,1.499999999999999944e-01,2.000000000000000000e+01,2.000000000000000000e+01,2.500000000000000000e+01,4.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,2.639838702541960060e+02,1.201271470019610064e+02,1.106701416473949990e+02
9.250000000000000000e+02,3.000000000000000000e+02,6.900000000000000000e+03,2.500000000000000000e+03,2.999999999999999889e-01,2.000000000000000000e+01,2.000000000000000000e+01,8.500000000000000000e+01,2.500000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,3.109965523412549828e+02,2.597800135962240233e+02,2.556866292285600082e+02
8.000000000000000000e+02,2.750000000000000000e+02,4.800000000000000000e+03,2.100000000000000000e+03,1.749999999999999889e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.400000000000000000e+02,2.500000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,2.452980131851059866e+02,1.629735624995240073e+02,1.684392554694400133e+02
7.500000000000000000e+02,3.000000000000000000e+02,5.100000000000000000e+03,2.200000000000000000e+03,7.499999999999999722e-02,2.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+01,2.500000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,3.492864933647099974e+02,2.111241331916970125e+02,2.151184639602419963e+02
9.750000000000000000e+02,3.750000000000000000e+02,6.100000000000000000e+03,2.700000000000000000e+03,1.749999999999999889e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.300000000000000000e+02,4.500000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,3.154314425984609898e+02,1.880313970565530042e+02,1.899573879446409990e+02
9.250000000000000000e+02,2.500000000000000000e+02,7.300000000000000000e+03,1.300000000000000000e+03,2.500000000000000000e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.300000000000000000e+02,5.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,3.675769068927419880e+02,2.244039033566909893e+02,1.981067781322360020e+02
9.500000000000000000e+02,3.750000000000000000e+02,2.600000000000000000e+03,1.200000000000000000e+03,2.999999999999999889e-01,2.000000000000000000e+01,2.000000000000000000e+01,5.000000000000000000e+01,4.500000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,1.508454192606479864e+02,7.665476867119230064e+01,7.839309539085840584e+01
9.750000000000000000e+02,4.750000000000000000e+02,4.600000000000000000e+03,1.700000000000000000e+03,4.000000000000000222e-01,2.000000000000000000e+01,2.000000000000000000e+01,1.150000000000000000e+02,5.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+01,2.376447353000870066e+02,1.317666500545630015e+02,1.688304228965139941e+02
